GTID,Date,Country,City,Perpetrator_group,fatalities,injured,target_type,attack_type,weapon_type
201906080025,2019-06-07,Nigeria,Ajapayi,Unknown,12,15,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201906080016,2019-06-08,Niger,Ouallam,Boko Haram,0,0,Military,Sub-Saharan Africa,Bombing/Explosion
201906070036,2019-06-04,Cameroon,Unknown,Separatists (suspected),Unknown,Unknown,Transportation,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201906070020,2019-06-07,Niger,Kintchendi,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201906040022,2019-06-04,Nigeria,Gulak,Boko Haram,Unknown,Unknown,"Private Citizens & Property,Military",Sub-Saharan Africa,Unknown
201906020048,2019-06-02,Nigeria,Ife,Fulani extremists,0,1,Religious Figures/Institutions,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201906020041,2019-06-02,Nigeria,Dikwa,Boko Haram,0,0,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201906020012,2019-06-02,Niger,Diffa,Boko Haram,0,0,Religious Figures/Institutions,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201906020011,2019-06-02,Niger,Diffa,Boko Haram,3,0,Airports and Aircraft,Sub-Saharan Africa,Bombing/Explosion
201906020010,2019-06-02,Niger,Diffa,Boko Haram,1,0,Business,Sub-Saharan Africa,Bombing/Explosion
201906010043,2019-06-01,Nigeria,Kirenowa,Boko Haram,0,0,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201906010042,2019-06-01,Nigeria,Marte district,Boko Haram,0,Unknown,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201906010041,2019-06-01,Nigeria,Delwa,Boko Haram,1,Unknown,Military,Sub-Saharan Africa,Unknown
201906010029,2019-06-01,Nigeria,Jukun,Unknown,6,5,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201906010008,2019-06-01,Nigeria,Sajeri,Boko Haram,1,Unknown,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201905310039,2019-05-31,Cameroon,Upkwa,Separatists,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201905300032,2019-05-30,Nigeria,Nnewi North district,Indigenous People of Biafra (IPOB),0,1,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201905300027,2019-05-30,Niger,Toumour,Boko Haram (suspected),1,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201905290029,2019-05-29,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
201905280021,2019-05-28,Nigeria,Danwal,Fulani extremists (suspected),6,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905280020,2019-05-28,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
201905270045,2019-05-27,Nigeria,Mustapha Malumbe,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201905270044,2019-05-27,Nigeria,Maiduguri,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201905270043,2019-05-27,Nigeria,Maiduguri,Boko Haram,4,0,"Private Citizens & Property,Terrorists/Non-state Militia",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201905270040,2019-05-27,Nigeria,Gundi,Boko Haram,3,11,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201905260032,2019-05-26,Nigeria,Jos,Fulani extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201905260031,2019-05-26,Nigeria,Jos,Fulani extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201905260030,2019-05-26,Nigeria,Jos,Fulani extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201905260029,2019-05-26,Nigeria,Jos,Fulani extremists,2,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201905250040,2019-05-25,Nigeria,Iwaraja,Fulani extremists,0,0,Transportation,Sub-Saharan Africa,Armed Assault
201905250024,2019-05-25,Nigeria,Barakin Ladi,Fulani extremists (suspected),Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201905250019,2019-05-25,Chad,Balgaram,Boko Haram,4,11,"Military,Journalists & Media",Sub-Saharan Africa,Bombing/Explosion
201905250018,2019-05-25,Nigeria,Damboa,Boko Haram,20,Unknown,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201905240038,2019-05-24,Nigeria,Gedegede,Fulani extremists,0,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
201905240008,2019-05-24,Chad,Balgaram,Boko Haram,24,Unknown,Military,Sub-Saharan Africa,Unknown
201905220018,2019-05-22,Cameroon,Sagme,Unknown,Unknown,Unknown,Military,Sub-Saharan Africa,Unknown
201905220017,2019-05-22,Cameroon,Mora,Boko Haram,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
201905210028,2019-05-21,Cameroon,Bamenda,Separatists,1,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201905210019,2019-05-21,Cameroon,Bamenda,Separatists,0,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905200030,2019-05-20,Nigeria,Vaasealong,Tiv Militia (suspected),1,2,"Police,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201905200027,2019-05-20,Nigeria,Esa Odo,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201905200018,2019-05-20,Nigeria,Udo,Fulani extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
201905190030,2019-05-19,Nigeria,Dille,Boko Haram,0,Unknown,"Private Citizens & Property,Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201905190016,2019-05-19,Cameroon,Maroua,Boko Haram,1,28,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201905190011,2019-05-19,Nigeria,Gubio district,Boko Haram,6,3,Military,Sub-Saharan Africa,Armed Assault
201905180044,2019-05-18,Nigeria,Dalori,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905180038,2019-05-18,Nigeria,Lassa,Boko Haram,0,0,"Military,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201905180037,2019-05-18,Nigeria,Dikwa,Boko Haram,2,12,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905180029,2019-05-19,Nigeria,Dankande,Fulani extremists (suspected),1,Unknown,"Religious Figures/Institutions,Religious Figures/Institutions",Sub-Saharan Africa,Hostage Taking (Kidnapping)
201905160035,2019-05-16,Nigeria,Kuda,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
201905160034,2019-05-16,Nigeria,Kirchina,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201905160033,2019-05-18,Nigeria,Maiduguri,Boko Haram,10,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905160018,2019-05-16,Nigeria,Shuwa,Boko Haram,3,0,"Police,Business,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201905160017,2019-05-16,Chad,Ceilia,Boko Haram,13,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
201905150021,2019-05-15,Nigeria,Ubulu-Uku,Fulani extremists,0,1,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905140008,2019-05-14,Niger,Tongo Tongo,"Boko Haram,Islamic State in the Greater Sahara (ISGS)",28,Unknown,Military,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201905130041,2019-05-13,Niger,Dolbel,Unknown,0,1,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201905130029,2019-05-13,Nigeria,Barkoza Dalori,Boko Haram,2,0,Military,Sub-Saharan Africa,Bombing/Explosion
201905130021,2019-05-13,Nigeria,Damboa district,Boko Haram,3,4,Military,Sub-Saharan Africa,Bombing/Explosion
201905130020,2019-05-13,Nigeria,Kanoma,Fulani extremists (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201905130009,2019-05-13,Niger,Mangaize,Unknown,0,0,Telecommunication,Sub-Saharan Africa,Facility/Infrastructure Attack
201905130008,2019-05-13,Niger,Koutoukale,Boko Haram,1,0,Police,Sub-Saharan Africa,Armed Assault
201905120013,2019-05-12,Cameroon,Sakme,Boko Haram,3,0,Military,Sub-Saharan Africa,Armed Assault
201905110033,2019-05-11,Nigeria,Njimtilo,Boko Haram,4,1,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201905110016,2019-05-11,Nigeria,Moranti,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905110012,2019-05-11,Cameroon,Goche,Boko Haram,0,0,Religious Figures/Institutions,Sub-Saharan Africa,Facility/Infrastructure Attack
201905110011,2019-05-11,Cameroon,Goche,Boko Haram,0,0,Business,Sub-Saharan Africa,Facility/Infrastructure Attack
201905110010,2019-05-11,Cameroon,Goche,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201905100015,2019-05-10,Nigeria,Moranti,Boko Haram,6,1,"Private Citizens & Property,NGO",Sub-Saharan Africa,Armed Assault
201905100009,2019-05-10,Nigeria,Gajiganna,Boko Haram,11,Unknown,"Military,Terrorists/Non-state Militia",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201905090036,2019-05-09,Nigeria,Rumueme,Unknown,1,0,Government (General),Sub-Saharan Africa,Assassination
201905080017,2019-05-08,Nigeria,Ngala district,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
201905070005,2019-05-07,Nigeria,Damboa,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905070004,2019-05-07,Nigeria,Molai,Boko Haram,11,15,"Military,Private Citizens & Property,Utilities",Sub-Saharan Africa,"Bombing/Explosion,Armed Assault,Facility/Infrastructure Attack"
201905050049,2019-05-05,Nigeria,Apomu,Fulani extremists,0,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201905050005,2019-05-01,Nigeria,Molai,Unknown,Unknown,Unknown,Business,Sub-Saharan Africa,Bombing/Explosion
201905030017,2019-05-03,Niger,Inates,Islamic State in the Greater Sahara (ISGS),6,3,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201905030003,2019-05-03,Nigeria,Magumeri,Boko Haram,5,19,Military,Sub-Saharan Africa,Unknown
201905020044,2019-05-02,Nigeria,Baga,Boko Haram,3,8,Military,Sub-Saharan Africa,Bombing/Explosion
201905020043,2019-05-02,Nigeria,Wuro Hausa,Fulani extremists (suspected),1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905020042,2019-05-02,Nigeria,Bankam,Fulani extremists (suspected),2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905020041,2019-05-02,Nigeria,Murposa,Fulani extremists (suspected),2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201905010022,2019-05-01,Benin,Tanguieta district,Unknown,1,0,"Private Citizens & Property,Tourists",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201904300021,2019-04-30,Nigeria,Ariri,Irigwe Militia,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201904300020,2019-04-30,Nigeria,Billi,Irigwe Militia,1,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201904300008,2019-04-30,Nigeria,Duwabayi,Boko Haram,14,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904290028,2019-04-29,Nigeria,Baga,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Bombing/Explosion
201904290027,2019-04-29,Nigeria,Gajibo,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Bombing/Explosion
201904290018,2019-04-29,Nigeria,Rotsu,Fulani extremists (suspected),1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904290017,2019-04-29,Nigeria,Maiyanga,Fulani extremists (suspected),2,1,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904290009,2019-04-29,Nigeria,Kuda,Boko Haram,30,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201904270025,2019-04-27,Nigeria,Sabon Gari,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
201904270005,2019-04-27,Cameroon,Kofia,Boko Haram,4,4,"Military,Private Citizens & Property",Sub-Saharan Africa,Unknown
201904270003,2019-04-27,Cameroon,Kumbo,Separatists,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201904260002,2019-04-26,Nigeria,Mararrabar Kimba,Boko Haram,5,8,Military,Sub-Saharan Africa,Armed Assault
201904250020,2019-04-25,Niger,Inates,Islamic State in the Greater Sahara (ISGS),1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
201904240003,2019-04-24,Cameroon,Kumbo,Separatists (suspected),Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201904230013,2019-04-23,Nigeria,Kauwa,Boko Haram,3,Unknown,Military,Sub-Saharan Africa,Armed Assault
201904230004,2019-04-23,Cameroon,Fundong,Separatists,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
201904230003,2019-04-23,Cameroon,Bamenda,Unknown,0,1,"Educational Institution,Educational Institution",Sub-Saharan Africa,Hostage Taking (Kidnapping)
201904200027,2019-04-20,Nigeria,Bujum,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
201904200026,2019-04-20,Nigeria,Bolki,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
201904200025,2019-04-20,Nigeria,Bolon,Fulani extremists,13,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201904190001,2019-04-19,Cameroon,Bafut,Unknown,Unknown,Unknown,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
201904180003,2019-04-18,Cameroon,Mora,Boko Haram,11,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904180002,2019-04-18,Cameroon,Wum,Separatists (suspected),0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201904170033,2019-04-17,Nigeria,Bolon,Fulani extremists,4,3,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201904160024,2019-04-16,Nigeria,Eda,Fulani extremists,2,3,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904160023,2019-04-16,Nigeria,Kauwa,Boko Haram,39,20,Military,Sub-Saharan Africa,Unknown
201904140036,2019-04-15,Nigeria,Kangboro,Fulani extremists (suspected),2,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904140030,2019-04-14,Nigeria,Nunma,Fulani extremists,16,14,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904140022,2019-04-14,Chad,Mbohama,Boko Haram,70,15,Military,Sub-Saharan Africa,Unknown
201904140021,2019-04-14,Nigeria,Ikot Effiom,Unknown,1,0,"Government (General),Police",Sub-Saharan Africa,Armed Assault
201904140013,2019-04-14,Nigeria,Kwarangulum,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201904130027,2019-04-13,Nigeria,Gboko,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904120012,2019-04-12,Cameroon,Goudza-Vreket,Boko Haram,4,7,Military,Sub-Saharan Africa,Bombing/Explosion
201904110044,2019-04-11,Nigeria,Monguno,Boko Haram,4,1,"Military,Terrorists/Non-state Militia",Sub-Saharan Africa,Bombing/Explosion
201904110007,2019-04-11,Cameroon,Bamenda,Unknown,Unknown,Unknown,Business,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201904100052,2019-04-10,Nigeria,Chibok,Boko Haram,Unknown,Unknown,"Private Citizens & Property,Religious Figures/Institutions",Sub-Saharan Africa,Hostage Taking (Kidnapping)
201904100048,2019-04-10,Nigeria,Abraka,Fulani extremists,3,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904090041,2019-04-09,Nigeria,Abraka,Fulani extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904090019,2019-04-09,Niger,Diffa,Boko Haram,6,4,Police,Sub-Saharan Africa,"Hostage Taking (Barricade Incident),Bombing/Explosion"
201904090011,2019-04-09,Nigeria,Damaturu,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904090002,2019-04-09,Cameroon,Buea,Unknown,0,0,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201904080018,2019-04-08,Nigeria,Anguwan Aku,Fulani extremists,10,1,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201904080017,2019-04-08,Nigeria,Banono,Fulani extremists,11,2,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201904070012,2019-04-07,Cameroon,Fotokol,Boko Haram,15,Unknown,Military,Sub-Saharan Africa,Armed Assault
201904070005,2019-04-07,Cameroon,Fongo Tongo,Separatists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201904070003,2019-04-07,Cameroon,Bamenda,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201904060014,2019-04-06,Nigeria,Maiduguri,Boko Haram,2,15,"Private Citizens & Property,Terrorists/Non-state Militia",Sub-Saharan Africa,Bombing/Explosion
201904060013,2019-04-06,Nigeria,Maiduguri,Boko Haram,3,16,"Private Citizens & Property,Terrorists/Non-state Militia",Sub-Saharan Africa,Bombing/Explosion
201904050030,2019-04-05,Cameroon,Bamenda,Separatists,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201904050027,2019-04-05,Cameroon,Buea,Separatists,0,1,Business,Sub-Saharan Africa,Armed Assault
201904050026,2019-04-05,Cameroon,Buea,Separatists,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201904020010,2019-04-02,Cameroon,Penda Mboko,Separatists (suspected),0,3,Police,Sub-Saharan Africa,Armed Assault
201904010024,2019-04-01,Nigeria,Kaumutiyah,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201904010014,2019-04-01,Cameroon,Sanje,Unknown,Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201903300031,2019-03-30,Nigeria,Mallam Fatori,Boko Haram,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201903300027,2019-03-30,Nigeria,Michika district,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201903300026,2019-03-30,Nigeria,Madagali district,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201903300024,2019-03-30,Nigeria,Gaya,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201903280026,2019-03-28,Nigeria,Gatamarwa,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201903270029,2019-03-25,Ghana,Tema,Unknown,0,0,Utilities,Sub-Saharan Africa,Facility/Infrastructure Attack
201903270023,2019-03-27,Nigeria,Hantsa,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201903270020,2019-03-27,Cameroon,Buea,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201903270007,2019-03-27,Nigeria,Miringa,Boko Haram,2,Unknown,"Military,Educational Institution,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
